Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,201,501,7,1,100,0
greedy,1,201,601,7,1,100,0
greedy,1,301,1,7,1,100,200
greedy,1,301,101,7,1,100,2
greedy,1,301,201,7,1,100,0
greedy,1,301,301,7,1,100,8
greedy,1,301,401,7,1,100,1
greedy,1,301,501,7,1,100,0
greedy,1,301,601,7,1,100,1
greedy,1,401,1,7,1,100,224
greedy,1,401,101,7,1,100,4
greedy,1,401,201,7,1,100,1
greedy,1,401,301,7,1,100,1
greedy,1,401,401,7,1,100,1
greedy,1,401,501,7,1,100,0
greedy,1,401,601,7,1,100,1
greedy,1,501,1,7,1,100,61
greedy,1,501,101,7,1,100,4
greedy,1,501,201,7,1,100,2
greedy,1,501,301,7,1,100,0
greedy,1,501,401,7,1,100,0
greedy,1,501,501,7,1,100,0
greedy,1,501,601,7,1,100,0
greedy,1,601,1,7,1,100,417
greedy,1,601,101,7,1,100,7
greedy,1,601,201,7,1,100,53
greedy,1,601,301,7,1,100,7
greedy,1,601,401,7,1,100,1
greedy,1,601,501,7,1,100,23
greedy,1,601,601,7,1,100,0
greedy,1,1,1,1,101,100,1
greedy,1,1,101,1,101,200,1
greedy,1,1,201,1,101,100,0
greedy,1,1,301,1,101,200,1
greedy,1,1,401,1,101,100,1
greedy,1,1,501,1,101,100,0
greedy,1,1,601,1,101,100,0
greedy,1,101,1,1,101,100,76
greedy,1,101,101,1,101,100,5
greedy,1,101,201,1,101,100,27
greedy,1,101,301,1,101,100,35
greedy,1,101,401,1,101,100,50
greedy,1,101,501,1,101,100,10
greedy,1,101,601,1,101,100,84
greedy,1,201,1,1,101,100,121
greedy,1,201,101,1,101,100,69
greedy,1,201,201,1,101,100,173
greedy,1,201,301,1,101,100,65
greedy,1,201,401,1,101,100,3
greedy,1,201,501,1,101,100,29
greedy,1,201,601,1,101,100,26
greedy,1,301,1,1,101,100,111
greedy,1,301,101,1,101,100,33
greedy,1,301,201,1,101,100,18
greedy,1,301,301,1,101,100,93
greedy,1,301,401,1,101,100,74
greedy,1,301,501,1,101,100,84
greedy,1,301,601,1,101,100,10
greedy,1,401,1,1,101,100,41
greedy,1,401,101,1,101,100,253
greedy,1,401,201,1,101,100,81
greedy,1,401,301,1,101,100,2
greedy,1,401,401,1,101,100,9
greedy,1,401,501,1,101,100,86
greedy,1,401,601,1,101,100,56
greedy,1,501,1,1,101,200,118
greedy,1,501,101,1,101,100,425
greedy,1,501,201,1,101,100,97
greedy,1,501,301,1,101,100,237
greedy,1,501,401,1,101,100,92
greedy,1,501,501,1,101,100,65
greedy,1,501,601,1,101,100,60
greedy,1,601,1,1,101,100,11
greedy,1,601,101,1,101,100,406
greedy,1,601,201,1,101,100,174
greedy,1,601,301,1,101,100,66
greedy,1,601,401,1,101,100,160
greedy,1,601,501,1,101,100,17
greedy,1,601,601,1,101,100,300
greedy,1,1,1,2,101,100,1
greedy,1,1,101,2,101,100,1
greedy,1,1,201,2,101,100,0
greedy,1,1,301,2,101,100,0
greedy,1,1,401,2,101,100,0
greedy,1,1,501,2,101,100,0
greedy,1,1,601,2,101,100,0
greedy,1,101,1,2,101,200,21
greedy,1,101,101,2,101,100,12
greedy,1,101,201,2,101,100,32
greedy,1,101,301,2,101,100,19
greedy,1,101,401,2,101,100,29
greedy,1,101,501,2,101,100,3
greedy,1,101,601,2,101,100,32
greedy,1,201,1,2,101,100,104
greedy,1,201,101,2,101,100,32
greedy,1,201,201,2,101,100,124
greedy,1,201,301,2,101,100,201
greedy,1,201,401,2,101,100,36
greedy,1,201,501,2,101,100,39
greedy,1,201,601,2,101,100,78
greedy,1,301,1,2,101,100,67
greedy,1,301,101,2,101,200,69
greedy,1,301,201,2,101,100,138
greedy,1,301,301,2,101,100,209
greedy,1,301,401,2,101,100,32
greedy,1,301,501,2,101,100,7
greedy,1,301,601,2,101,100,63
greedy,1,401,1,2,101,100,148
greedy,1,401,101,2,101,100,227
greedy,1,401,201,2,101,100,171
greedy,1,401,301,2,101,100,254
greedy,1,401,401,2,101,200,189
greedy,1,401,501,2,101,100,301
greedy,1,401,601,2,101,100,96
greedy,1,501,1,2,101,100,301
greedy,1,501,101,2,101,100,20
greedy,1,501,201,2,101,100,76
greedy,1,501,301,2,101,100,130
greedy,1,501,401,2,101,100,6
greedy,1,501,501,2,101,100,38
greedy,1,501,601,2,101,200,129
greedy,1,601,1,2,101,100,535
greedy,1,601,101,2,101,100,180
greedy,1,601,201,2,101,100,52
greedy,1,601,301,2,101,100,564
greedy,1,601,401,2,101,100,120
greedy,1,601,501,2,101,200,37
greedy,1,601,601,2,101,100,70
greedy,1,1,1,3,101,100,1
greedy,1,1,101,3,101,100,1
greedy,1,1,201,3,101,100,1
greedy,1,1,301,3,101,100,0
greedy,1,1,401,3,101,100,0
greedy,1,1,501,3,101,100,0
greedy,1,1,601,3,101,100,0
greedy,1,101,1,3,101,200,4
greedy,1,101,101,3,101,100,85
greedy,1,101,201,3,101,100,19
greedy,1,101,301,3,101,100,49
greedy,1,101,401,3,101,200,2
greedy,1,101,501,3,101,100,12
greedy,1,101,601,3,101,100,8
greedy,1,201,1,3,101,100,22
greedy,1,201,101,3,101,100,7
greedy,1,201,201,3,101,100,12
greedy,1,201,301,3,101,100,4
greedy,1,201,401,3,101,100,73
greedy,1,201,501,3,101,100,66
greedy,1,201,601,3,101,100,10
greedy,1,301,1,3,101,100,262
greedy,1,301,101,3,101,100,9
greedy,1,301,201,3,101,100,203
greedy,1,301,301,3,101,100,37
greedy,1,301,401,3,101,100,239
greedy,1,301,501,3,101,100,62
greedy,1,301,601,3,101,100,83
greedy,1,401,1,3,101,100,2
greedy,1,401,101,3,101,100,310
greedy,1,401,201,3,101,100,130
greedy,1,401,301,3,101,100,137
greedy,1,401,401,3,101,100,9
greedy,1,401,501,3,101,100,18
greedy,1,401,601,3,101,100,20
greedy,1,501,1,3,101,100,473
greedy,1,501,101,3,101,100,384
greedy,1,501,201,3,101,100,347
greedy,1,501,301,3,101,100,240
greedy,1,501,401,3,101,100,423
greedy,1,501,501,3,101,100,55
greedy,1,501,601,3,101,100,73
greedy,1,601,1,3,101,100,419
greedy,1,601,101,3,101,100,126
greedy,1,601,201,3,101,100,164
greedy,1,601,301,3,101,100,145
greedy,1,601,401,3,101,100,256
greedy,1,601,501,3,101,100,339
greedy,1,601,601,3,101,100,46
greedy,1,1,1,4,101,100,1
greedy,1,1,101,4,101,100,1
greedy,1,1,201,4,101,100,1
greedy,1,1,301,4,101,100,0
greedy,1,1,401,4,101,100,0
greedy,1,1,501,4,101,100,0
greedy,1,1,601,4,101,100,0
greedy,1,101,1,4,101,100,51
greedy,1,101,101,4,101,100,54
greedy,1,101,201,4,101,100,54
greedy,1,101,301,4,101,100,88
greedy,1,101,401,4,101,100,2
greedy,1,101,501,4,101,100,21
greedy,1,101,601,4,101,100,20
greedy,1,201,1,4,101,0,50
greedy,1,201,101,4,101,100,15
greedy,1,201,201,4,101,100,151
greedy,1,201,301,4,101,100,82
greedy,1,201,401,4,101,200,18
greedy,1,201,501,4,101,100,52
greedy,1,201,601,4,101,100,71
greedy,1,301,1,4,101,100,283
greedy,1,301,101,4,101,100,136
greedy,1,301,201,4,101,100,87
greedy,1,301,301,4,101,100,127
greedy,1,301,401,4,101,100,84
greedy,1,301,501,4,101,100,89
greedy,1,301,601,4,101,100,48
greedy,1,401,1,4,101,200,202
greedy,1,401,101,4,101,100,200
greedy,1,401,201,4,101,100,3
greedy,1,401,301,4,101,100,20
greedy,1,401,401,4,101,100,90
greedy,1,401,501,4,101,100,90
greedy,1,401,601,4,101,100,62
greedy,1,501,1,4,101,100,440
greedy,1,501,101,4,101,100,257
greedy,1,501,201,4,101,100,389
greedy,1,501,301,4,101,100,209
greedy,1,501,401,4,101,100,6
greedy,1,501,501,4,101,100,47
greedy,1,501,601,4,101,100,338
greedy,1,601,1,4,101,100,222
greedy,1,601,101,4,101,0,362
greedy,1,601,201,4,101,100,382
greedy,1,601,301,4,101,100,169
greedy,1,601,401,4,101,100,28
greedy,1,601,501,4,101,100,20
