Algorithm,TotalItems,ItemsValue,ItemsWeight,Quantity,Capacity,Time_ns,Result
greedy,1,601,601,4,101,200,0
greedy,1,1,1,5,101,200,1
greedy,1,1,101,5,101,200,1
greedy,1,1,201,5,101,200,1
greedy,1,1,301,5,101,300,1
greedy,1,1,401,5,101,300,0
greedy,1,1,501,5,101,300,1
greedy,1,1,601,5,101,200,0
greedy,1,101,1,5,101,200,65
greedy,1,101,101,5,101,200,56
greedy,1,101,201,5,101,300,0
greedy,1,101,301,5,101,200,66
greedy,1,101,401,5,101,300,0
greedy,1,101,501,5,101,200,0
greedy,1,101,601,5,101,300,0
greedy,1,201,1,5,101,300,100
greedy,1,201,101,5,101,200,34
greedy,1,201,201,5,101,300,151
greedy,1,201,301,5,101,200,16
greedy,1,201,401,5,101,400,0
greedy,1,201,501,5,101,300,60
greedy,1,201,601,5,101,200,0
greedy,1,301,1,5,101,200,47
greedy,1,301,101,5,101,200,231
greedy,1,301,201,5,101,200,107
greedy,1,301,301,5,101,300,0
greedy,1,301,401,5,101,200,205
greedy,1,301,501,5,101,200,0
greedy,1,301,601,5,101,300,67
greedy,1,401,1,5,101,300,390
greedy,1,401,101,5,101,300,335
greedy,1,401,201,5,101,200,0
greedy,1,401,301,5,101,200,0
greedy,1,401,401,5,101,300,0
greedy,1,401,501,5,101,200,0
greedy,1,401,601,5,101,300,0
greedy,1,501,1,5,101,200,456
greedy,1,501,101,5,101,200,451
greedy,1,501,201,5,101,200,0
greedy,1,501,301,5,101,300,0
greedy,1,501,401,5,101,300,0
greedy,1,501,501,5,101,200,0
greedy,1,501,601,5,101,300,0
greedy,1,601,1,5,101,300,449
greedy,1,601,101,5,101,200,493
greedy,1,601,201,5,101,200,0
greedy,1,601,301,5,101,300,0
greedy,1,601,401,5,101,200,0
greedy,1,601,501,5,101,300,597
greedy,1,601,601,5,101,200,0
greedy,1,1,1,6,101,300,1
greedy,1,1,101,6,101,300,1
greedy,1,1,201,6,101,300,0
greedy,1,1,301,6,101,300,1
greedy,1,1,401,6,101,300,1
greedy,1,1,501,6,101,200,1
greedy,1,1,601,6,101,300,0
greedy,1,101,1,6,101,200,32
greedy,1,101,101,6,101,200,73
greedy,1,101,201,6,101,300,0
greedy,1,101,301,6,101,300,0
greedy,1,101,401,6,101,300,0
greedy,1,101,501,6,101,300,2
greedy,1,101,601,6,101,300,34
greedy,1,201,1,6,101,300,9
greedy,1,201,101,6,101,300,62
greedy,1,201,201,6,101,300,94
greedy,1,201,301,6,101,300,0
greedy,1,201,401,6,101,300,0
greedy,1,201,501,6,101,300,0
greedy,1,201,601,6,101,300,0
greedy,1,301,1,6,101,300,28
greedy,1,301,101,6,101,200,134
greedy,1,301,201,6,101,200,111
greedy,1,301,301,6,101,300,253
greedy,1,301,401,6,101,300,0
greedy,1,301,501,6,101,200,0
greedy,1,301,601,6,101,300,132
greedy,1,401,1,6,101,200,262
greedy,1,401,101,6,101,200,29
greedy,1,401,201,6,101,200,0
